epoch,accuracy,f1_score,loss,lr,precision,recall,val_accuracy,val_f1_score,val_loss,val_precision,val_recall
0,0.1719692349433899,0.08700564503669739,53.8644905090332,1e-04,0.26056426763534546,0.05222155153751373,0.09825721383094788,0.0,33.19737243652344,0.0,0.0
1,0.5243055820465088,0.4612540900707245,17.232337951660156,1e-04,0.8239368200302124,0.3202747702598572,0.7112379670143127,0.636181116104126,7.044742584228516,0.9002749919891357,0.49188703298568726
2,0.8503673672676086,0.8189528584480286,3.604975461959839,1e-04,0.9267098903656006,0.7336453199386597,0.784254789352417,0.7870659232139587,2.053724765777588,0.8359419107437134,0.7435897588729858
3,0.950533390045166,0.9447199106216431,0.952226996421814,1e-04,0.9653868079185486,0.9249194860458374,0.7975761294364929,0.8009412884712219,1.2086740732192993,0.8185715675354004,0.7840544581413269
4,0.9698822498321533,0.9678409099578857,0.404710978269577,1e-04,0.976025402545929,0.9597926735877991,0.8103966116905212,0.8104594945907593,0.9955761432647705,0.8285205960273743,0.7931690812110901
5,0.974461555480957,0.9736042022705078,0.2775692045688629,1e-04,0.9793045520782471,0.9679700136184692,0.7986778616905212,0.8011576533317566,1.1330738067626953,0.8124613761901855,0.7901642918586731
6,0.9805253744125366,0.9794500470161438,0.22485680878162384,1e-04,0.9833624958992004,0.9755686521530151,0.8147035241127014,0.8146049380302429,1.0817738771438599,0.8226761817932129,0.8066906929016113
7,0.983972430229187,0.9835386276245117,0.1905851811170578,1e-04,0.9861634373664856,0.9809279441833496,0.8079928159713745,0.8097880482673645,1.141858696937561,0.8158804178237915,0.803786039352417
8,0.985985279083252,0.9853313565254211,0.17238757014274597,1e-04,0.9878606796264648,0.9828150272369385,0.7989783883094788,0.8001814484596252,1.232142448425293,0.80545973777771,0.7949719429016113
9,0.9958987236022949,0.9954787492752075,0.08977461606264114,2e-05,0.9965455532073975,0.9944142699241638,0.8377403616905212,0.8389078974723816,0.9371748566627502,0.8438386917114258,0.8340344429016113
10,0.9983645081520081,0.9979478716850281,0.05455707386136055,2e-05,0.9986394047737122,0.9972574710845947,0.8412460088729858,0.8420683145523071,1.0936055183410645,0.8441022634506226,0.8400440812110901
11,0.9986916184425354,0.9984012842178345,0.04782998934388161,2e-05,0.9989672303199768,0.997836172580719,0.8363381624221802,0.8370622992515564,1.165831208229065,0.8384924530982971,0.8356370329856873
12,0.9991697072982788,0.9989174604415894,0.04171363636851311,2e-05,0.999420702457428,0.9984148740768433,0.8430488705635071,0.843203067779541,1.1782606840133667,0.8442614674568176,0.8421474099159241
13,0.9992954730987549,0.9991316199302673,0.039581798017024994,2e-05,0.9994460940361023,0.9988174438476562,0.8412460088729858,0.8420259952545166,1.2187203168869019,0.8432101011276245,0.8408453464508057
14,0.9993709921836853,0.999320387840271,0.03586582466959953,4e-06,0.9995720386505127,0.9990690350532532,0.8458533883094788,0.8459378480911255,1.219844937324524,0.847127377986908,0.8447515964508057
15,0.9998238682746887,0.9996979236602783,0.03344958648085594,4e-06,0.9998489618301392,0.9995471239089966,0.8436498641967773,0.8444533348083496,1.2355504035949707,0.8452584147453308,0.8436498641967773
16,0.9996225833892822,0.9994714260101318,0.03279648348689079,4e-06,0.9997230768203735,0.9992200136184692,0.8461538553237915,0.8464004993438721,1.23280668258667,0.8472501039505005,0.8455528616905212
17,0.9995219111442566,0.9994840621948242,0.03355574235320091,4e-06,0.9996979236602783,0.9992703199386597,0.8459535241127014,0.8463427424430847,1.254431962966919,0.8472347855567932,0.8454527258872986
18,0.9997232556343079,0.9996601343154907,0.0318765752017498,8e-07,0.9998741149902344,0.999446451663971,0.8471554517745972,0.8474609851837158,1.2498741149902344,0.8482689261436462,0.8466546535491943
19,0.9997484087944031,0.9997105598449707,0.03148124739527702,8e-07,0.999823808670044,0.999597430229187,0.8473557829856873,0.8477889895439148,1.2472280263900757,0.8487251400947571,0.8468549847602844
